Account,Coin,Execution Price,Size Tokens,Size USD,Side,Timestamp IST,Start Position,Direction,Closed PnL,Transaction Hash,Order ID,Crossed,Fee,Trade ID,Timestamp
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,HYPE,20.273,78.92,1599.95,BUY,25-02-2025 04:46,16089.51,Open Long,0.0,0xed552fd3cbc015b7e124041e6762c4016000488ba89064678c31153b305d97fd,74589104860,True,0.55998,541000000000000.0,1740000000000.0
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,85134.0,0.00244,207.73,BUY,16-04-2025 22:39,48.36597,Open Long,0.0,0xe55c90463f336ed5f4e50421ab03910202f2005180bc8465e4e8037df5433d8b,86985565695,False,0.0,549000000000000.0,1740000000000.0
0x513b8629fe877bb581bf244e326a047b249c4ff1,HYPE,14.619,20.52,299.98,BUY,27-03-2025 07:02,653.2,Open Long,0.0,0x3e0b4233d29eb7bb412804205793c902011f00d5d8e8c2ad92553e13e28bda39,82025657919,True,0.100793,601000000000000.0,1740000000000.0
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,26.097,0.49,12.79,BUY,15-02-2025 05:14,35.42696465,Buy,0.0,0x7f6a82975ecbda07d07a041dc600da02016900dacdfb5c5060644770e5d0b875,72398199131,True,0.00017147,4730000000000.0,1740000000000.0
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,ETH,3608.0,0.0032,11.55,SELL,04-01-2025 21:15,-101.7576,Open Short,0.0,0x0000000000000000000000000000000000000000000000000000000000000000,60646431328,False,0.001154,1110000000000000.0,1740000000000.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,ONDO,0.29514,100.0,29.51,SELL,22-01-2024 22:33,-510.0,Open Short,0.0,0x7d6ce7cedc1c745649c6040745697a017d0028635293b40cda708f3c360b4b4f,7765223298,False,-0.00059,577000000000000.0,1710000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,ETH,2974.6,7.5,22309.5,SELL,15-05-2024 22:22,-0.019,Open Short,0.0,0xe473f581758757226ee704091f3ab7017b0004e77c01a02146b7969f202f27c3,22656575448,True,7.808325,968000000000000.0,1720000000000.0
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,13.685,36.54,500.05,BUY,11-03-2025 04:45,7485.77,Open Long,0.0,0xb5b0591045073ba5dcb3041f4e274e0203230056a9d0e2dabc4ed393260d6b6f,78855434507,True,0.125012,422000000000000.0,1740000000000.0
0x8477e447846c758f5a675856001ea72298fd9cb5,PENGU,0.0442,2511.0,110.99,SELL,06-01-2025 16:10,-263957.0,Open Short,0.0,0xf089ce25e1a4bc0cab13041aca9c1401f00096c22936d4442893bb75c761cbcc,60806885997,False,0.011098,809000000000000.0,1740000000000.0
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,HYPE,15.681,500.0,7840.5,BUY,26-03-2025 10:12,9052.42,Open Long,0.0,0x3f7c6e2d0c31023e1f1b042049211301ba008aee7a67f4fa65e69a6b3b7e1cb3,81849547644,True,2.35215,137000000000000.0,1740000000000.0
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,83078.0,0.24073,19999.37,SELL,12-04-2025 09:15,15.79658,Close Long,48.025635,0x04142cf779dc722c14a2042160c2e70201900060892c1a0b1448bda3a619e60b,85949279872,True,4.999841,64400000000000.0,1740000000000.0
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,12.831,38.95,499.77,SELL,14-03-2025 09:46,79513.56,Close Long,2.177305,0x0ad7fd56714955c92eee041f83a3b002022700f495b539be0aaea5bf8d9364f3,79743319121,False,0.0,801000000000000.0,1740000000000.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,RENDER,11.15,48.0,535.2,BUY,05-12-2024 09:12,-1257.9,Close Short,8.4984,0x4a763c8e5a3b1a61d27b0418739e1c020202002ab88c68d522ef560bb5796309,52810458398,False,0.051379,831000000000000.0,1730000000000.0
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,21.46,10.0,214.6,BUY,24-02-2025 13:37,105934.96,Open Long,0.0,0x8efb904d40dbed0da562041e5cfa6702031c00871bfef0f3432af5a48efdb922,74400900710,False,0.020601,495000000000000.0,1740000000000.0
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,HYPE,13.1,10.0,131.0,BUY,26-03-2025 20:42,-177.28,Close Short,3.152,0x8071f8c6f0144d5683cc04205060da02013700a276b949e4fac2f0bc56546959,81937044367,False,0.00655,828000000000000.0,1740000000000.0
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,12.577,39.75,499.94,BUY,29-03-2025 15:15,110388.75,Open Long,0.0,0x594f2fd9f142754f6d5c04207e381702024a003c76dddcd2f943bf39c7867c4e,82477618470,True,0.174977,1010000000000000.0,1740000000000.0
0x2c229d22b100a7beb69122eed721cee9b24011dd,KAITO,1.5692,7.0,10.98,BUY,05-03-2025 08:17,47866.0,Open Long,0.0,0x1b4e525ab1eb7051326c041eed9a080164005fea682b529b710cea0f22382fc9,77256954503,True,0.003844,72600000000000.0,1740000000000.0
0x2c229d22b100a7beb69122eed721cee9b24011dd,PENGU,0.010132,49348.0,499.99,SELL,13-02-2025 02:45,5347421.0,Close Long,8.685248,0x118ed60c0dd9e9f8b5a2041da46a9901b20015ac0ad3005dfb5cca01362c477d,71851435939,True,0.174997,556000000000000.0,1740000000000.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,XRP,2.2204,338.0,750.5,SELL,10-12-2024 03:38,-743.0,Open Short,0.0,0x6395f5ab4e2c57b714c90418d6c17f02021900d7aa74e3fee78080eebb78daeb,54047472828,True,0.252166,805000000000000.0,1730000000000.0
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,HYPE,25.697,77.83,2000.0,SELL,04-02-2025 17:14,-175.47,Open Short,0.0,0x972c0e462ca2f85d22a7041d1e89ab02015700a85b8aa2164faa52146bc514cd,69411526911,True,0.699999,737000000000000.0,1740000000000.0
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,14.18,41.17,583.79,BUY,10-03-2025 20:34,7376.84,Open Long,0.0,0x5907b571d9ea18930202041f487b7502030700482274989174de703603e4ebc9,78718157667,True,0.145947,1120000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,105572.0,0.1,10557.2,BUY,20-01-2025 21:33,0.45409,Open Long,0.0,0x268f770ea56c572d1bc0041bef63b50201c400b95a1683337619c12dc575329a,64909843714,True,2.6393,3640000000000.0,1740000000000.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,SOL,116.44,9.0,1047.96,BUY,11-03-2025 00:24,10424.92,Open Long,0.0,0x39f53863bddf877bea0a041f4b24f50204c500ec2cc34b1fd5f8a0911424c443,78755701192,False,0.104796,732000000000000.0,1740000000000.0
0x8170715b3b381dffb7062c0298972d4727a0a63b,MELANIA,0.496,3875.8,1922.4,SELL,11-04-2025 07:58,-1123724.0,Open Short,0.0,0x6e9472c3d18659d5b93304214f9a45020535005d0b9d32a9c9d28175195329b3,85661894891,False,0.184549,120000000000000.0,1740000000000.0
0x8170715b3b381dffb7062c0298972d4727a0a63b,MELANIA,1.4056,142.3,200.02,SELL,14-02-2025 05:59,-153549.4,Open Short,0.0,0x51913f005b3ec071b525041db65a3702012000d3a56be9b86542d9cffa098d48,72136451282,False,0.0192,171000000000000.0,1740000000000.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,GRIFFAIN,0.37246,121.0,45.07,BUY,08-01-2025 23:00,-414.0,Close Short,4.43586,0x28d61d654a3561ee387d041afa19670203d1001757126f378eebe32aab34934a,61522384284,True,0.015773,767000000000000.0,1740000000000.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,FARTCOIN,0.71366,1928.0,1375.94,BUY,23-12-2024 22:23,-41346.0,Close Short,23.02032,0xcf4f2b8ea2090d2ae9ba0419de4ee10201e101011b47fd980d10dc6fd85f04b7,58095836919,False,0.132089,450000000000000.0,1730000000000.0
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,HYPE,18.683,70.09,1309.49,SELL,29-04-2025 05:32,-4008.22,Open Short,0.0,0xf09bc267abdf3d461712042271831302010d002ddf89f37606b13e79b7642ce6,89642668229,True,0.392847,761000000000000.0,1750000000000.0
0x8477e447846c758f5a675856001ea72298fd9cb5,POPCAT,0.3425,1620.0,554.85,BUY,23-04-2025 06:03,-157381.0,Close Short,-40.06908,0x5fa172003118aaf6021d04221056ea02013500edba9da644fed656e1f0be043f,88145189636,False,0.055485,411000000000000.0,1750000000000.0
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,BTC,83396.0,0.015,1250.94,SELL,19-03-2025 13:59,3.91003,Close Long,10.23,0x367305bc7802c8807e69041fd89034020166008ddd1ea21316fb3bafd4e71faa,80685959412,False,0.125094,904000000000000.0,1740000000000.0
0x083384f897ee0f19899168e3b1bec365f52a9012,ETH,3203.0,9.3664,30000.58,SELL,11-11-2024 08:40,-115.6826,Open Short,0.0,0x4a85ec601e4c0a3024dc041680a82b0201470058caa511938fad477b5a66f47a,45993118565,False,3.000057,816000000000000.0,1730000000000.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,PURR/USDC,0.48149,3497.0,1683.77,SELL,14-12-2024 11:59,48022.44133,Sell,750.958004,0xb43f8f1032d820dcc95004193117da017900368dd26bf3b514b56cce3b871ae7,55345689480,True,0.589319,1000000000000000.0,1730000000000.0
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,HYPE,26.147,11.28,294.94,BUY,17-02-2025 00:24,403.96,Open Long,0.0,0x677d45a6c8125f761b06041de27bef01ac00a6d0612b0230f341168218efe9fc,72720364262,False,0.014746,42100000000000.0,1740000000000.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,PURR,0.38795,330.0,128.02,BUY,24-12-2024 08:18,-330.0,Close Short,1.08504,0x685f850f7ee142d667c60419e447d5010100f24d6ca6ce189e7d28b74608e93e,58222133066,True,0.043015,562000000000000.0,1740000000000.0
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,15.978,28.53,455.85,BUY,13-04-2025 18:27,195.3929582,Buy,0.0,0x9f25083167d6d82b57fd042177337d02026d00cdc25f31de032bdd39d7f44507,86223785466,True,0.00998548,1120000000000000.0,1740000000000.0
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,BTC,86350.0,0.0003,25.9,BUY,28-03-2025 10:10,0.01684,Open Long,0.0,0x2ac0c0e62d40f5c71ded04206a289b020295003a7bc1284950b7c9ac8d2ccd76,82174735929,False,0.00259,109000000000000.0,1740000000000.0
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,kBONK,0.041891,11196.0,469.01,BUY,04-03-2024 21:52,-1027000.0,Close Short,17.544132,0x59d4ebc773632054cc4a0407e47d4902018000d70d927a257c4931d40a9c5f94,11985844300,False,-0.00938,437000000000000.0,1710000000000.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,PURR/USDC,0.0615,600.0,36.9,SELL,07-04-2025 12:18,87531.74046,Sell,-35.888644,0x1b3421f983d80b7653df0421109ca002072700656bb17bb913d9f1ab24c70f73,84518943718,True,0.012915,201000000000000.0,1740000000000.0
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,27.613,72.96,2014.64,SELL,30-01-2025 20:32,-18877.72,Open Short,0.0,0xd3c6dbfc918a01afae26041cd0126501bd004401a8b432f9722e62eb8b331b6d,67770373821,True,0.705125,190000000000000.0,1740000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,83433.0,0.77912,65004.32,BUY,16-04-2025 23:30,0.95624,Open Long,0.0,0xa33989058c9d17d26b8a0421ab981501f8008c4081a100d902079ecb90524083,87001123091,True,22.751511,900000000000000.0,1740000000000.0
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,25.42,20.0,508.4,SELL,19-12-2024 13:19,6255.850211,Sell,4.573615,0x9a2952133732823c706d04199963e2019d006c3289953f99b2079908a6300ce0,56547627362,False,0.02542,369000000000000.0,1730000000000.0
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,83243.0,0.59667,49668.6,SELL,12-04-2025 04:55,-41.0119,Open Short,0.0,0xe6225a3386100fc7c91904215de194018700ec1752a3fda2e1214a9934a91d13,85920728399,True,14.304556,142000000000000.0,1740000000000.0
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,ETH,4024.0,6.2116,24995.48,SELL,17-12-2024 20:21,-261.8883,Open Short,0.0,0x06e66e16d22d5130431a041976578a02017e00bdecc5524ecb26b4498b138065,56022870409,False,2.499547,338000000000000.0,1730000000000.0
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,@85,5.941,46.06,273.64,BUY,24-02-2025 23:45,1120.137817,Buy,0.0,0x802ea6aec213f153734b041e63f0b70203b5006f334ca9af6538c847dad872e0,74523857297,True,0.01612085,802000000000000.0,1740000000000.0
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,HYPE,14.035,124.13,1742.16,BUY,21-03-2025 19:36,5894.66,Open Long,0.0,0xfe8d914431a275b50170041ffd7a1c02018c00729e9ff08abc0573608bb870b1,81118181799,True,0.522649,167000000000000.0,1740000000000.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,@107,21.389,10.56,225.87,SELL,27-01-2025 07:08,2959.448162,Sell,-17.386708,0x04033e20a4d49f072d35041c966c5302021900e41647927c227165165e43c1d5,66756017667,True,0.07589,318000000000000.0,1740000000000.0
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,@107,17.865,19.65,351.05,BUY,26-04-2025 15:15,7058.469058,Buy,0.0,0x17397af8a1ecad3bf8d70422477063020274009c54dcfef783bc5d6446fe831e,88730843629,False,0.00196495,669000000000000.0,1750000000000.0
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,HYPE,24.797,398.05,9870.45,SELL,12-02-2025 23:19,-4948.12,Open Short,0.0,0x56a72d268c4d7464b652041da25dc102021f0006530c2ce38eea7d4047b9574f,71812928404,True,2.961133,581000000000000.0,1740000000000.0
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,PURR/USDC,0.23031,925.0,213.04,SELL,18-11-2024 10:46,351905.35,Sell,88.197872,0xf16aae4675ff6818a838041714bb2801ff00105524021dc878107e34d29931e1,48183702346,True,0.074562,392000000000000.0,1730000000000.0
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,HYPE,22.204,7.92,175.86,SELL,14-12-2024 20:32,154.03,Close Long,3.861,0x0000000000000000000000000000000000000000000000000000000000000000,55411509178,False,0.008792,214000000000000.0,1730000000000.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,BTC,90227.0,0.07299,6585.67,SELL,06-03-2025 01:39,-0.14867,Open Short,0.0,0xf5757ddc843e7f530e28041ef98cdc01f200867d7ee5f7de218d77b8bf649301,77473017402,True,1.9757,945000000000000.0,1740000000000.0
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,HYPE,15.971,21.17,338.11,SELL,22-03-2025 05:48,-1213.83,Open Short,0.0,0xed1d82ecab87d848039804200484f601ae00452505cb9f0724d5290a1186eff7,81188340834,True,0.101431,207000000000000.0,1740000000000.0
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,@107,13.19,1.81,23.87,SELL,10-12-2024 11:09,60873.41801,Sell,-0.266679,0x0000000000000000000000000000000000000000000000000000000000000000,54191195956,False,0.0,194000000000000.0,1730000000000.0
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,HYPE,17.9,1.39,24.88,SELL,12-12-2024 13:25,-34.43,Open Short,0.0,0x764c2a96edc50fcf8cad041908b18d017a00fb6036bec4b27660f81b3ba69fc3,54859583517,True,0.008708,43300000000000.0,1730000000000.0
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,HYPE,15.719,101.79,1600.04,BUY,26-03-2025 10:13,14925.4,Open Long,0.0,0xc22f99caec483b37c57704204921f601e100ac6a83806f00d121d4a74bc0dcc8,81849584700,True,0.480011,313000000000000.0,1740000000000.0
0xb899e522b5715391ae1d4f137653e7906c5e2115,SOL,145.2,201.23,29218.6,BUY,06-03-2025 20:06,707.6,Open Long,0.0,0x348737f6e515163a26cd041f0638160202c000b731e87ff5a33cc56a862d46a6,77669314660,True,8.414954,963000000000000.0,1740000000000.0
0x271b280974205ca63b716753467d5a371de622ab,SOL,139.34,6.76,941.94,SELL,19-04-2025 20:06,-2346.15,Open Short,0.0,0x907580f0a20a912029f60421d9910f012400d5b8a7ebd20c78c57648e70b4777,87487218625,True,0.271277,969000000000000.0,1750000000000.0
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,20.274,22.21,450.29,BUY,25-02-2025 03:43,132812.45,Open Long,0.0,0x575433d95e49a3ac7445041e66ab4d020315004c53873dec8be8f686ccb32992,74479445882,False,0.043226,622000000000000.0,1740000000000.0
0xbaaaf6571ab7d571043ff1e313a9609a10637864,HYPE,22.028,0.95,20.93,SELL,24-02-2025 18:55,78624.19,Close Long,0.12692,0x22ba0f6745e9cec37bc1041e609f9602012b0023ca6ce0def7949f5ea6fa77ca,74460710029,True,0.007031,85800000000000.0,1740000000000.0
0x513b8629fe877bb581bf244e326a047b249c4ff1,BTC,92956.0,0.00015,13.94,SELL,24-04-2025 23:02,65.45326,Close Long,0.00945,0x5edcb07c73b385bdae9204222c48760201b90050797e5570b797af975afea5e2,88643113971,True,0.003206,872000000000000.0,1750000000000.0
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,ETH,1582.0,2.819,4459.66,SELL,09-04-2025 23:01,17.561,Close Long,32.7004,0x0263114cbf95e40bc06704213905a002027e00811c1aaf07b88409662c2d6eba,85368483479,False,0.445965,186000000000000.0,1740000000000.0
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,HYPE,27.199,22.92,623.4,SELL,15-02-2025 01:31,712.93,Close Long,2.752692,0xc547db684b59422d8cd4041dc383550201760066414765d253470fb332c0eaad,72357727969,True,0.18702,744000000000000.0,1740000000000.0
